"lon","lat"
-122.6252431,45.5049376
-77.2828772,45.8982631
-77.2828772,45.8982631
-77.2828772,45.8982631
-77.2828772,45.8982631
-77.2828772,45.8982631
-77.2828772,45.8982631
-77.2828772,45.8982631
-73.3467167,42.2024768
-73.3467167,42.2024768
-73.3467167,42.2024768
-88.7878678,43.7844397
-88.7878678,43.7844397
133.775136,-25.274398
-113.4909267,53.544389
-95.7607832,29.5821811
-122.3320708,47.6062095
-102.5832426,22.7708555
-102.5832426,22.7708555
-102.5832426,22.7708555
-102.5832426,22.7708555
-106.346771,56.130366
-122.6252431,45.5049376
-102.2915677,21.8852562
-98.7623874,20.0910963
-98.7623874,20.0910963
-98.7623874,20.0910963
-87.6297982,41.8781136
-95.5577174,36.9490702
-95.712891,37.09024
-119.4179324,36.778261
-74.4056612,40.0583238
-73.3467167,42.2024768
-73.3467167,42.2024768
-102.5832426,22.7708555
-98.4842465,39.011902
-97.7430608,30.267153
-96.3864428,44.7656804
-84.3879824,33.7489954
-90.1994042,38.6270025
-100.9854628,22.1565651
-100.9854628,22.1565651
-73.8648268,40.8447819
-82.4012642,40.0581205
-122.3320708,47.6062095
-99.1013498,18.6813049
-99.1013498,18.6813049
-99.1013498,18.6813049
-119.7871247,36.7377981
-74.0059728,40.7127753
-97.7430608,30.267153
-93.097702,41.8780025
-76.1783739,40.0466571
-89.4012302,43.0730517
-117.1610838,32.715738
-93.7593841,41.5638902
-99.133208,19.4326077
-73.3467167,42.2024768
-103.3496092,20.6596988
-103.3496092,20.6596988
,
-84.3879824,33.7489954
-84.3879824,33.7489954
-98.2062727,19.0414398
-82.9987942,39.9611755
-86.902298,32.3182314
-122.3320708,47.6062095
-122.3320708,47.6062095
-122.3320708,47.6062095
-73.3467167,42.2024768
-102.2915677,21.8852562
-79.8711024,43.2557206
-75.1652215,39.9525839
-75.1652215,39.9525839
-117.1610966,32.7157305
-117.1610838,32.715738
-97.1330683,33.2148412
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-98.7623874,20.0910963
-98.7623874,20.0910963
-95.712891,37.09024
-81.5322149,28.6934076
-100.9855409,22.1564699
-105.231518,38.4318312
-110.1731468,54.4643173
-86.902298,32.3182314
-118.3286614,34.0928092
-105.7820674,28.4854458
-74.0059728,40.7127753
-87.6675292,34.7448112
-97.5247243,37.6537367
-80.2481666,43.5448048
-102.552784,23.634501
-98.7623874,20.0910963
-98.7623874,20.0910963
-93.2650108,44.977753
9.501785,56.26392
-84.2645382,33.5561144
-84.2645382,33.5561144
-122.1865055,47.1770457
-122.2928974,47.1853785
-121.9915003,47.2042681
-79.9958864,40.4406248
-102.552784,23.634501
-73.087749,41.6032207
-122.5801293,47.329264
-118.2436849,34.0522342
-98.4842465,39.011902
-100.9855409,22.1564699
-90.5349087,19.8301251
-98.4936282,29.4241219
-76.6121893,39.2903848
-92.4801989,44.0121221
-84.2946539,37.7478572
-84.2946539,37.7478572
-118.4911912,34.0194543
-118.4911912,34.0194543
-118.4911912,34.0194543
-97.7430608,30.267153
-97.7430608,30.267153
-70.9350382,43.0828551
-70.9350382,43.0828551
-70.9350382,43.0828551
-70.2568189,43.6590993
-73.3467167,42.2024768
-122.9365835,45.5200114
-117.1610838,32.715738
-105.2253316,20.653407
-93.0899578,44.9537029
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-88.5433829,39.1200418
-73.3467167,42.2024768
-84.3879824,33.7489954
-102.552784,23.634501
-82.9987942,39.9611755
-83.4390843,39.5364511
-98.4842465,39.011902
-73.3467167,42.2024768
-73.3467167,42.2024768
-76.4859544,44.2311717
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-93.097702,41.8780025
-82.5306527,27.3364347
-95.712891,37.09024
-98.7591311,20.1010608
-122.6252431,45.5049376
,
-102.552784,23.634501
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-95.712891,37.09024
-75.1969346,39.8422093
-100.3161126,25.6866142
-98.2062727,19.0414398
-100.3161126,25.6866142
-102.2915677,21.8852562
-102.2915677,21.8852562
-102.2915677,21.8852562
-102.2915677,21.8852562
-73.3467167,42.2024768
-73.3467167,42.2024768
-73.3467167,42.2024768
-73.3467167,42.2024768
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-117.8531007,33.7879139
-117.8531007,33.7879139
-117.8531007,33.7879139
-117.8531007,33.7879139
-102.2915677,21.8852562
-102.2915677,21.8852562
-102.2915677,21.8852562
-102.2915677,21.8852562
-72.5198537,42.3732216
-97.4629119,20.5270592
-73.3467167,42.2024768
-73.3467167,42.2024768
-97.1383744,49.895136
-97.1383744,49.895136
-81.655651,30.3321838
-103.7240868,19.2452342
-71.4128343,41.8239891
-75.1969346,39.8422093
-122.6252431,45.5049376
-101.6859605,21.1250077
-95.712891,37.09024
-95.712891,37.09024
-0.1240702,51.4880192
-117.1610838,32.715738
-117.1610838,32.715738
-117.1610838,32.715738
-117.1610838,32.715738
-73.3467167,42.2024768
-77.0368707,38.9071923
-95.712891,37.09024
-70.8226541,43.9653889
-122.3706837,48.2410895
-2.3444786,50.7487635
-99.133208,19.4326077
-98.2978951,26.0508406
-98.2978951,26.0508406
-98.2978951,26.0508406
-98.2978951,26.0508406
-102.552784,23.634501
-97.679629,17.268751
-104.990251,39.7392358
-104.990251,39.7392358
-111.8910474,40.7607793
-111.8910474,40.7607793
-111.8910474,40.7607793
-102.552784,23.634501
-122.4077498,37.654656
-99.133208,19.4326077
-122.6252431,45.5049376
-97.7430608,30.267153
-72.5778415,44.5588028
5.291266,52.132633
5.291266,52.132633
5.291266,52.132633
19.5033041,47.162494
-118.2436849,34.0522342
-101.2573586,21.0190145
-95.712891,37.09024
-95.712891,37.09024
-94.6858998,46.729553
-73.3467167,42.2024768
,
-74.0059728,40.7127753
-117.1858759,34.5008311
19.5033041,47.162494
19.5033041,47.162494
-87.9645077,41.8500302
-119.8138027,39.5296329
-77.0368707,38.9071923
-96.7265889,17.0731842
-86.158068,39.768403
-73.3467167,42.2024768
-73.3467167,42.2024768
-77.2652604,38.9012225
,
-93.2650108,44.977753
-77.0368707,38.9071923
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-100.3161126,25.6866142
-73.3467167,42.2024768
-102.5832426,22.7708555
-95.5230356,35.4700993
-76.6412712,39.0457549
-122.6252431,45.5049376
-122.6252431,45.5049376
-82.9987942,39.9611755
-76.6121893,39.2903848
-99.9018131,31.9685988
-75.1652215,39.9525839
-75.1652215,39.9525839
-94.4191177,39.2461138
-74.694929,40.774716
-85.6023643,44.3148443
-95.712891,37.09024
-79.0192997,35.7595731
-97.4394777,35.2225668
-84.3879824,33.7489954
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-103.3496092,20.6596988
-95.712891,37.09024
-95.712891,37.09024
-87.6297982,41.8781136
-80.5886646,28.0344621
,
,
-89.4012302,43.0730517
-89.4012302,43.0730517
-80.8431267,35.2270869
-75.1969346,39.8422093
-75.1969346,39.8422093
-75.1969346,39.8422093
-84.2135309,33.9412127
-84.2135309,33.9412127
-84.2135309,33.9412127
-84.2135309,33.9412127
-89.5042876,43.0972174
-118.2436849,34.0522342
-74.0059728,40.7127753
-84.3879824,33.7489954
-84.3879824,33.7489954
-93.6249593,41.5868353
-77.1945247,41.2033216
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-121.7405167,38.5449065
-121.7405167,38.5449065
-85.6023643,44.3148443
-121.2722194,38.1341477
-121.2722194,38.1341477
-121.2722194,38.1341477
-121.2722194,38.1341477
-1.9927105,51.3491996
-66.58973,6.42375
-119.4179324,36.778261
-82.907123,40.4172871
-74.0059728,40.7127753
25.7481511,61.92411
25.7481511,61.92411
-122.4194155,37.7749295
-122.4194155,37.7749295
-104.990251,39.7392358
-71.5723953,43.1938516
-110.9559192,29.0729673
-73.9874078,40.7659887
-108.5506486,39.0638705
-95.7243335,37.2321077
-75.6496302,40.2453741
-115.1398296,36.1699412
-115.1398296,36.1699412
-81.5157535,27.6648274
-73.3467167,42.2024768
-95.712891,37.09024
-95.712891,37.09024
-98.7591311,20.1010608
-100.9855409,22.1564699
-95.712891,37.09024
-77.4360481,37.5407246
-97.3570576,19.8160106
-97.3570576,19.8160106
-101.2573586,21.0190145
-122.6300717,47.4941559
-122.6300717,47.4941559
-122.6300717,47.4941559
-95.712891,37.09024
-83.0457538,42.331427
-93.1292353,16.7569318
-73.3467167,42.2024768
-120.7401385,47.7510741
-98.7591311,20.1010608
-98.7591311,20.1010608
-99.2674713,19.5562275
-73.3467167,42.2024768
-102.5832426,22.7708555
-89.3985283,40.6331249
-106.4850217,31.7618778
-88.186449,41.5707087
-98.7591311,20.1010608
-98.7591311,20.1010608
-98.7591311,20.1010608
-98.7591311,20.1010608
-95.712891,37.09024
-111.6946475,40.2968979
-99.1561883,19.3437444
-85.323214,51.253775
-102.5832426,22.7708555
-122.6252431,45.5049376
-85.6023643,44.3148443
-82.907123,40.4172871
-87.6297982,41.8781136
-102.552784,23.634501
-112.0740373,33.4483771
-93.9125,45.0694444
-94.6858998,46.729553
-97.9297743,38.0608445
-95.712891,37.09024
-95.712891,37.09024
-73.7948516,40.7282239
-73.3467167,42.2024768
-71.3161718,42.6334247
-94.5785667,39.0997265
-94.5785667,39.0997265
-73.3467167,42.2024768
-73.3467167,42.2024768
-111.9260519,33.4941704
-76.6412712,39.0457549
-91.4168371,41.9219522
-82.4571776,27.950575
-97.7430608,30.267153
-88.296146,18.5001889
-94.8255166,38.7430645
-99.133208,19.4326077
-73.3467167,42.2024768
-73.3467167,42.2024768
-122.6252431,45.5049376
-82.8121191,39.9547861
-99.2926131,37.6027963
-73.3467167,42.2024768
-99.9961947,25.592172
-103.3496092,20.6596988
-82.9987942,39.9611755
-73.3467167,42.2024768
-85.323214,51.253775
-85.323214,51.253775
-100.3161126,25.6866142
-119.4179324,36.778261
-70.162651,18.735693
-105.6666166,26.9317835
-99.133208,19.4326077
-102.552784,23.634501
-102.552784,23.634501
-77.6088465,43.1565779
-73.3467167,42.2024768
-101.1949825,19.7059504
-89.4012302,43.0730517
-102.552784,23.634501
-77.0947092,38.984652
-82.9987942,39.9611755
-89.7004215,40.3084762
-102.552784,23.634501
-100.9854628,22.1565651
-100.9854628,22.1565651
-100.9854628,22.1565651
-92.9475061,17.989456
-92.9475061,17.989456
-107.4795173,25.1721091
-95.712891,37.09024
-104.0072348,19.1222634
-103.7240868,19.2452342
-98.9548261,18.8126047
-85.323214,51.253775
-119.4179324,36.778261
-87.9064736,43.0389025
-102.5832426,22.7708555
-97.861099,22.2331041
-102.2915677,21.8852562
-119.4179324,36.778261
-97.2689331,37.5455735
-91.5301683,41.6611277
-123.8695086,40.7450055
-77.0368707,38.9071923
-84.3879824,33.7489954
-80.3040424,42.8372632
-89.376163,43.0800863
-103.4067861,25.5428443
-103.4067861,25.5428443
-103.4067861,25.5428443
-73.3467167,42.2024768
-71.1097335,42.3736158
-93.2650108,44.977753
-117.9379952,33.7742692
-117.9379952,33.7742692
-117.9379952,33.7742692
-102.5832426,22.7708555
-102.5832426,22.7708555
-102.5832426,22.7708555
-102.5832426,22.7708555
-82.907123,40.4172871
-121.2160526,37.7974273
-77.1945247,41.2033216
-84.2807329,30.4382559
-84.2807329,30.4382559
-82.9987942,39.9611755
-97.4107128,35.463494
-117.8265049,33.6845673
-90.4974359,38.7881062
-102.552784,23.634501
,
-172.104629,-13.759029
-122.6252431,45.5049376
-99.1411154,23.7369164
-99.5450974,17.4391926
-76.2858726,36.8507689
-76.2858726,36.8507689
-76.2858726,36.8507689
-99.133208,19.4326077
-72.589811,42.1014831
-73.3467167,42.2024768
-105.1019275,40.1672068
-104.990251,39.7392358
-99.9018131,31.9685988
-94.8191285,38.8813958
-94.8191285,38.8813958
-122.6252431,45.5049376
-70.162651,18.735693
-95.712891,37.09024
-95.712891,37.09024
-86.158068,39.768403
-91.6656232,41.9778795
-70.8226541,43.9653889
-70.162651,18.735693
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-115.1398296,36.1699412
-102.5832426,22.7708555
-84.9553296,45.3733428
-84.3879824,33.7489954
-77.0368707,38.9071923
-87.6297982,41.8781136
-87.6297982,41.8781136
-102.5832426,22.7708555
-98.7591311,20.1010608
-98.7623874,20.0910963
-98.7623874,20.0910963
-98.7623874,20.0910963
-100.9854628,22.1565651
-98.7623874,20.0910963
-73.3467167,42.2024768
-93.2650108,44.977753
-121.8863286,37.3382082
-121.0768901,38.8965654
-101.5940151,21.8657329
-77.0368707,38.9071923
-84.3879824,33.7489954
-123.2620435,44.5645659
-81.2452768,42.9849233
-74.0059728,40.7127753
-74.0059728,40.7127753
-92.0165336,34.974532
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-98.7591311,20.1010608
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-90.0715323,29.9510658
-115.2837585,30.8406338
-115.2837585,30.8406338
-95.712891,37.09024
-84.3893961,40.5422697
-94.6858998,46.729553
-119.4179324,36.778261
-73.3467167,42.2024768
-101.1949825,19.7059504
-73.3467167,42.2024768
-102.552784,23.634501
-94.6858998,46.729553
9.501785,56.26392
-83.6513229,41.3747744
-102.2915677,21.8852562
-93.7130493,41.6709834
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-111.8910474,40.7607793
-88.4470508,43.7730448
,
,
-105.2253316,20.653407
-100.9855409,22.1564699
-88.7878678,43.7844397
-68.6719411,44.8831125
-77.0368707,38.9071923
-78.6568942,37.4315734
-102.2915677,21.8852562
-102.2915677,21.8852562
-102.2915677,21.8852562
-117.0382471,32.5149469
-117.0382471,32.5149469
-81.655651,30.3321838
-77.0368707,38.9071923
-100.3161126,25.6866142
-77.0368707,38.9071923
-104.6587821,24.5592665
-100.3161126,25.6866142
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0909809,38.8816208
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-81.6888248,35.744679
-81.6888248,35.744679
-81.6888248,35.744679
-81.6888248,35.744679
-81.6888248,35.744679
-96.9101806,19.5437751
-112.0740373,33.4483771
-73.134961,40.789142
-81.1637245,33.836081
-100.9855409,22.1564699
-74.0120814,40.2023354
-81.3578859,41.1536674
-81.3578859,41.1536674
-81.3578859,41.1536674
-77.0368707,38.9071923
-77.0368707,38.9071923
-120.8114612,39.206736
-80.4549026,38.5976262
-99.2215659,18.9242095
-97.861099,22.2331041
-72.9278835,41.308274
-75.1652215,39.9525839
-83.5378674,41.6528052
-118.5713823,34.456151
-118.5713823,34.456151
-118.5713823,34.456151
-118.5713823,34.456151
-73.3467167,42.2024768
-77.0368707,38.9071923
-122.293601,47.195798
-95.3698028,29.7604267
-7.6920536,53.1423672
-7.6920536,53.1423672
-87.3375312,41.5568315
-118.2436849,34.0522342
-96.9101806,19.5437751
-121.4943996,38.5815719
-101.7068294,27.058676
-101.7068294,27.058676
-101.7068294,27.058676
-101.7068294,27.058676
-95.712891,37.09024
-71.0588801,42.3600825
-118.2436849,34.0522342
-105.7820674,28.4854458
-73.3467167,42.2024768
-83.5378674,41.6528052
-81.5157535,27.6648274
-95.712891,37.09024
-74.2286435,40.7263249
-81.378447,40.7989473
-77.0368707,38.9071923
-74.0059728,40.7127753
-119.4179324,36.778261
-119.4179324,36.778261
138.252924,36.204824
-73.9841161,40.7317696
-96.7132304,17.0542297
33.429859,35.126413
-93.6249593,41.5868353
-74.0059728,40.7127753
-82.0105148,33.4734978
,
,
-94.6858998,46.729553
,
-105.7820674,28.4854458
-99.9961947,25.592172
,
-87.0738851,20.6295586
-77.4752667,38.7509488
,
,
-96.5716694,39.1836082
-74.4056612,40.0583238
-88.5433829,39.1200418
-82.9987942,39.9611755
-73.3467167,42.2024768
-71.1097335,42.3736158
-71.1097335,42.3736158
,
-111.6585337,40.2338438
15.2551187,54.5259614
25.7481511,61.92411
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-80.4549026,38.5976262
-94.6709557,38.9843281
-95.712891,37.09024
-82.9000751,32.1656221
,
-77.1945247,41.2033216
-122.4194155,37.7749295
,
-119.8138027,39.5296329
-122.6587185,45.5122308
-122.3320708,47.6062095
-112.29828,40.5307776
,
-99.133208,19.4326077
-100.3161126,25.6866142
-115.4522623,32.6245389
-115.4522623,32.6245389
-75.9927652,40.3451566
-103.3496092,20.6596988
-80.4742261,35.6709727
-95.3698028,29.7604267
-91.6656232,41.9778795
-58.1755669,-26.1857768
-123.0867536,44.0520691
-102.552784,23.634501
-102.552784,23.634501
-90.0715323,29.9510658
-99.133208,19.4326077
-122.6252431,45.5049376
-122.6252431,45.5049376
-122.6252431,45.5049376
-122.6252431,45.5049376
-79.9958864,40.4406248
-87.6297982,41.8781136
-104.6091409,38.2544472
-103.3496092,20.6596988
-103.3496092,20.6596988
-89.3985283,18.806656
-89.3985283,18.806656
-97.861099,22.2331041
-102.2915677,21.8852562
